 to your browser,لمتصفحك
Failed to complete setup,فشل في إكمال الإعداد
Failed to compute request body: {},فشل في حساب نص الطلب: {}
Failed to connect to server,فشل الاتصال بالخادم
"Failed to decode token, please provide a valid base64-encoded token.",فشل فك الرمز المميز ، يرجى تقديم رمز مميز صالح بترميز base64.
Failed to decrypt key {0},فشل في فك تشفير المفتاح {0}
Failed to delete {0} documents: {1},فشل حذف {0} مستندات: {1}
Failed to enable scheduler: {0},فشل تمكين المجدول: {0}
Failed to evaluate conditions: {},فشل تقييم الشروط: {}
Failed to export python type hints,فشل تصدير تلميحات نوع بايثون
Failed to generate names from the series,فشل إنشاء الأسماء من السلسلة
Failed to generate preview of series,فشل إنشاء معاينة للسلسلة
Failed to get method for command {0} with {1},فشل الحصول على الطريقة للأمر {0} مع {1}
Failed to get method {0} with {1},فشل الحصول على الطريقة {0} مع {1}
Failed to get site info,فشل الحصول على معلومات الموقع
"Failed to import virtual doctype {}, is controller file present?",فشل استيراد نوع المستند الافتراضي {}، هل ملف وحدة التحكم موجود؟
Failed to optimize image: {0},فشل تحسين الصورة: {0}
Failed to render message: {},فشل عرض الرسالة: {}
Failed to render subject: {},فشل عرض الموضوع: {}
Failed to request login to Frappe Cloud,فشل طلب تسجيل الدخول إلى Frappe Cloud
Failed to send email with subject:,فشل إرسال البريد الإلكتروني بالموضوع:
Failed to send notification email,فشل إرسال بريد الإشعار
Failed to update global settings,فشل تحديث الإعدادات العامة
Failed while calling API {0},فشل أثناء استدعاء الواجهة البرمجية {0}
Failing Scheduled Jobs (last 7 days),المهام المجدولة الفاشلة (آخر 7 أيام)
Failure,بالفشل
Failure Rate,معدل الفشل
FavIcon,أيقونة المفضلة
Fax,فاكس
Featured,متميز
Feedback,ملاحظات
Female,أنثى
Fetch From,إحضار من
Fetch Images,جلب الصور
Fetch attached images from document,إحضار الصور المرفقة من المستند
Fetch on Save if Empty,جلب عند الحفظ إذا كان فارغاً
Fetching default Global Search documents.,جلب مستندات البحث العالمي الافتراضية.
Field,حقل
"Field ""route"" is mandatory for Web Views",حقل &quot;الطريق&quot; إلزامي للويب المشاهدات
"Field ""title"" is mandatory if ""Website Search Field"" is set.","حقل ""العنوان"" إلزامي إذا تم تعيين ""حقل بحث الموقع""."
"Field ""value"" is mandatory. Please specify value to be updated","حقل ""قيمة"" إلزامي. يرجى تحديد قيمة ليتم تحديثها"
Field Description,وصف الحقل
Field Missing,الحقل مفقود
Field Name,اسم الحقل
Field Orientation (Left-Right),اتجاه الحقل (يسار-يمين)
Field Orientation (Top-Down),اتجاه الحقل (أعلى-أسفل)
Field Template,قالب الحقل
Field Type,نوع الحقل
Field not permitted in query,الحقل غير مسموح به في الاستعلام
"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)",الحقل الذي يمثل حالة سير العمل للصفقة (إذا حقل غير موجود، سيتم إنشاء حقل مخصص جديد مخفي)
Field to Track,حقل لتعقب
Field type cannot be changed for {0},لا يمكن تغيير نوع الحقل ل {0}
Field {0} does not exist on {1},الحقل {0} غير موجود في {1}
Field {0} is referring to non-existing doctype {1}.,الحقل {0} يشير إلى نوع مستند غير موجود {1}.
Field {0} not found.,الحقل {0} غير موجود.
Field {0} on document {1} is neither a Mobile number field nor a Customer or User link,الحقل {0} في المستند {1} ليس حقل رقم جوال ولا رابط عميل أو مستخدم
Fieldname,اسم الحقل
Fieldname '{0}' conflicting with a {1} of the name {2} in {3},اسم الحقل '{0}' يتعارض مع {1} بالاسم {2} في {3}
Fieldname called {0} must exist to enable autonaming,يجب أن يكون اسم الحقل المسمى {0} موجودًا لتمكين التسمية التلقائية
Fieldname is limited to 64 characters ({0}),اسم الحقل محدد ب 64 حرف<br>Fieldname is limited to 64 characters ({0})
Fieldname not set for Custom Field,أسم الحقل لم يتم تعيينه لحقل مخصص
Fieldname which will be the DocType for this link field.,أسم الحقل الذي سيكون DOCTYPE لهذا الحقل الارتباط.
Fieldname {0} appears multiple times,اسم الحقل {0} يظهر عدة مرات
Fieldname {0} cannot have special characters like {1},FIELDNAME {0} لا يمكن أن يكون أحرف خاصة مثل {1}
Fieldname {0} conflicting with meta object,أسم الحقل {0} متعارض مع الكلمات الدلائلية
Fieldname {0} is restricted,اسم الحقل {0} مقيد
Fields,الحقول
Fields Multicheck,الحقول متعددة
Fields `file_name` or `file_url` must be set for File,يجب تعيين حقول `file_name` أو `file_url` للملف
Fields must be a list or tuple when as_list is enabled,يجب أن تكون الحقول قائمة أو صفًا عند تمكين as_list
"Fields separated by comma (,) will be included in the ""Search By"" list of Search dialog box","سيتم تضمين الحقول المفصولة بفواصل (،) في قائمة ""البحث حسب"" من مربع حوار البحث"
Fieldtype,نوع الحقل
Fieldtype cannot be changed from {0} to {1},لا يمكن تغيير نوع الحقل من {0} إلى {1}
Fieldtype cannot be changed from {0} to {1} in row {2},لا يمكن تغيير نوع الحقل من {0} إلى {1} في الصف {2}
File,ملف
"File ""{0}"" was skipped because of invalid file type","تم تخطي الملف ""{0}"" بسبب نوع ملف غير صالح"
File '{0}' not found,ملف '{0}' لم يتم العثور
File Backup,ملف النسخ الاحتياطي
File Information,معلومات الملف
File Manager,مدير الملفات
File Name,اسم الملف
File Size,حجم الملف
File Storage,تخزين الملفات
File Type,نوع الملف
File URL,ملف URL
File backup is ready,ملف النسخ الاحتياطي جاهز
File name cannot have {0},لا يمكن أن يحتوي اسم الملف على {0}
File not attached,الملف غير مرفق
File size exceeded the maximum allowed size of {0} MB,تجاوز حجم الملف الحد الأقصى المسموح به لحجم {0} ميغابايت
File too big,الملف كبير جدا
File type of {0} is not allowed,نوع الملف {0} غير مسموح به
File {0} does not exist,الملف {0} غير موجود
Files,الملفات
Filter,تصفية
Filter By,تصفية حسب
Filter Data,تصفية البيانات
Filter List,قائمة تصفية
Filter Meta,تصفية ميتا
Filter Name,اسم الفلتر
Filter Values,قيم التصفية
Filter...,تصفية...
Filtered By,تمت التصفية بواسطة
Filtered Records,السجلات التي تمت تصفيتها
"Filtered by ""{0}""",تمت تصفيتها من قبل &quot;{0}&quot;
Filters,فلاتر
Filters Configuration,تكوين المرشحات
Filters Display,عرض المرشحات
Filters JSON,مرشحات JSON
Filters Section,قسم المرشحات
Filters applied for {0},المرشحات المطبقة على {0}
